Word, Democrat, Republican
tayyip,0,3,1.0094491466997324
song,0,3,1.0094491466997324
population,0,3,1.0094491466997324
june,0,3,1.0094491466997324
ceased,0,3,1.0094491466997324
powers,0,3,1.0094491466997324
understands,0,3,1.0094491466997324
pain,0,3,1.0094491466997324
crackdown,0,3,1.0094491466997324
suspects,0,3,1.0094491466997324
battling,0,3,1.0094491466997324
obvious,0,3,1.0094491466997324
overwhelming,0,3,1.0094491466997324
mb,0,3,1.0094491466997324
vehicles,0,3,1.0094491466997324
elites,0,3,1.0094491466997324
online,0,3,1.0094491466997324
tolerance,0,3,1.0094491466997324
hizmet,0,3,1.0094491466997324
opponents,0,3,1.0094491466997324
universities,0,3,1.0094491466997324
perceived,0,3,1.0094491466997324
urging,0,3,1.0094491466997324
industrial,0,3,1.0094491466997324
created,0,3,1.0094491466997324
sgt,0,3,1.0094491466997324
largest,0,3,1.0094491466997324
difference,0,3,1.0094491466997324
mohamed,0,3,1.0094491466997324
word,0,3,1.0094491466997324
pence,0,3,1.0094491466997324
haven,0,3,1.0094491466997324
observe,0,3,1.0094491466997324
growing,0,3,1.0094491466997324
regard,0,3,1.0094491466997324
indicate,0,3,1.0094491466997324
advising,0,3,1.0094491466997324
mobile,0,3,1.0094491466997324
religion,0,3,1.0094491466997324
suggest,0,3,1.0094491466997324
normal,0,3,1.0094491466997324
kenya,0,3,1.0094491466997324
disappointed,0,3,1.0094491466997324
girl,0,3,1.0094491466997324
incidents,0,3,1.0094491466997324
thinks,0,3,1.0094491466997324
eric,0,3,1.0094491466997324
gives,0,3,1.0094491466997324
tim,0,3,1.0094491466997324
invitation,0,3,1.0094491466997324
estimated,0,3,1.0094491466997324
offer,0,3,1.0094491466997324
march,0,3,1.0094491466997324
infrastructure,0,3,1.0094491466997324
ports,0,3,1.0094491466997324
arrived,0,3,1.0094491466997324
prominent,0,3,1.0094491466997324
namely,0,3,1.0094491466997324
negotiated,0,3,1.0094491466997324
breaking,0,3,1.0094491466997324
established,0,3,1.0094491466997324
conducting,0,3,1.0094491466997324
palestinian,0,3,1.0094491466997324
apparently,0,3,1.0094491466997324
whereas,0,3,1.0094491466997324
abdel,0,3,1.0094491466997324
event,0,3,1.0094491466997324
edge,0,3,1.0094491466997324
causes,0,3,1.0094491466997324
responsible,0,3,1.0094491466997324
deportations,0,3,1.0094491466997324
san,0,3,1.0094491466997324
benefit,0,3,1.0094491466997324
msnbc,0,3,1.0094491466997324
banks,0,3,1.0094491466997324
receive,0,3,1.0094491466997324
retake,0,3,1.0094491466997324
quickly,0,3,1.0094491466997324
starting,0,3,1.0094491466997324
fundamental,0,3,1.0094491466997324
connection,0,3,1.0094491466997324
figures,0,3,1.0094491466997324
floated,0,3,1.0094491466997324
ousted,0,3,1.0094491466997324
pulled,0,3,1.0094491466997324
poverty,0,3,1.0094491466997324
yeah,0,3,1.0094491466997324
siriusxm,0,3,1.0094491466997324
officially,0,3,1.0094491466997324
kirchner,0,3,1.0094491466997324
followed,0,3,1.0094491466997324
sexually,0,3,1.0094491466997324
employed,0,3,1.0094491466997324
publicly,0,3,1.0094491466997324
arrest,0,3,1.0094491466997324
nomination,0,3,1.0094491466997324
charge,0,3,1.0094491466997324
investigators,0,3,1.0094491466997324
autopsy,0,3,1.0094491466997324
break,0,3,1.0094491466997324
phenomenon,0,3,1.0094491466997324
expansion,0,3,1.0094491466997324
spontaneous,0,3,1.0094491466997324
monday,0,3,1.0094491466997324
opinion,0,3,1.0094491466997324
included,0,3,1.0094491466997324
considering,0,3,1.0094491466997324
nationalists,0,3,1.0094491466997324
sessions,0,3,1.0094491466997324
navy,0,3,1.0094491466997324
dhs,0,3,1.0094491466997324
trading,0,3,1.0094491466997324
associated,0,3,1.0094491466997324
artillery,0,3,1.0094491466997324
rousseff,0,3,1.0094491466997324
distributed,0,3,1.0094491466997324
met,0,3,1.0094491466997324
previous,0,3,1.0094491466997324
removed,0,3,1.0094491466997324
permit,0,3,1.0094491466997324
netanyahu,0,3,1.0094491466997324
forget,0,3,1.0094491466997324
angry,0,3,1.0094491466997324
looked,0,3,1.0094491466997324
sites,0,3,1.0094491466997324
expects,0,3,1.0094491466997324
alone,0,3,1.0094491466997324
pending,0,3,1.0094491466997324
strip,0,3,1.0094491466997324
body,0,3,1.0094491466997324
fled,0,3,1.0094491466997324
governor,0,3,1.0094491466997324
stronghold,0,3,1.0094491466997324
quarter,0,3,1.0094491466997324
nevada,0,3,1.0094491466997324
effects,0,3,1.0094491466997324
criticized,0,3,1.0094491466997324
column,0,3,1.0094491466997324
faith,0,3,1.0094491466997324
shrink,0,3,1.0094491466997324
unknown,0,3,1.0094491466997324
treated,0,3,1.0094491466997324
worst,0,3,1.0094491466997324
cross-border,0,3,1.0094491466997324
understood,0,3,1.0094491466997324
blame,0,3,1.0094491466997324
peshmerga,0,3,1.0094491466997324
bombs,0,3,1.0094491466997324
putin,0,3,1.0094491466997324
municipal,0,3,1.0094491466997324
income,0,3,1.0094491466997324
stance,0,3,1.0094491466997324
austerity,0,3,1.0094491466997324
globe,0,3,1.0094491466997324
abe,0,3,1.0094491466997324
green,0,3,1.0094491466997324
campus,0,3,1.0094491466997324
dangerous,0,3,1.0094491466997324
referring,0,3,1.0094491466997324
margin,0,3,1.0094491466997324
divided,0,3,1.0094491466997324
colombia,0,3,1.0094491466997324
wins,0,3,1.0094491466997324
terrorists,0,3,1.0094491466997324
caliphate,0,3,1.0094491466997324
champion,0,3,1.0094491466997324
announcements,0,3,1.0094491466997324
require,0,3,1.0094491466997324
yazidi,0,3,1.0094491466997324
tel,0,3,1.0094491466997324
argentina,0,3,1.0094491466997324
struck,0,3,1.0094491466997324
celebrating,0,3,1.0094491466997324
amount,0,3,1.0094491466997324
ideologically,0,3,1.0094491466997324
parliament,0,3,1.0094491466997324
europe,0,3,1.0094491466997324
pacific,0,3,1.0094491466997324
student,0,3,1.0094491466997324
inspector,0,3,1.0094491466997324
ordinary,0,3,1.0094491466997324
author,0,3,1.0094491466997324
tide,0,3,1.0094491466997324
correctly,0,3,1.0094491466997324
canada,0,3,1.0094491466997324
movements,0,3,1.0094491466997324
justices,0,3,1.0094491466997324
villages,0,3,1.0094491466997324
television,0,3,1.0094491466997324
illegals,0,3,1.0094491466997324
daily,0,3,1.0094491466997324
agreed,0,3,1.0094491466997324
unlike,0,3,1.0094491466997324
naval,0,3,1.0094491466997324
interior,0,3,1.0094491466997324
harry,0,3,1.0094491466997324
tells,0,3,1.0094491466997324
traditionally,0,3,1.0094491466997324
desires,0,3,1.0094491466997324
appreciate,0,3,1.0094491466997324
judgment,0,3,1.0094491466997324
execution,0,3,1.0094491466997324
da,0,3,1.0094491466997324
rigged,0,3,1.0094491466997324
robbed,0,3,1.0094491466997324
applied,0,3,1.0094491466997324
reconstruction,0,3,1.0094491466997324
stock,0,3,1.0094491466997324
fraction,0,3,1.0094491466997324
miles,0,3,1.0094491466997324
exports,0,3,1.0094491466997324
marching,0,3,1.0094491466997324
wishes,0,3,1.0094491466997324
entire,0,3,1.0094491466997324
abolish,0,3,1.0094491466997324
sea,0,3,1.0094491466997324
zach,0,3,1.0094491466997324
prioritize,0,3,1.0094491466997324
challenge,0,3,1.0094491466997324
produced,0,3,1.0094491466997324
loan,0,3,1.0094491466997324
aggressive,0,3,1.0094491466997324
caught,0,3,1.0094491466997324
eat,0,3,1.0094491466997324
suffering,0,3,1.0094491466997324
honorary,0,3,1.0094491466997324
book,0,3,1.0094491466997324
laboratory,0,3,1.0094491466997324
seemed,0,3,1.0094491466997324
solution,0,3,1.0094491466997324
stories,0,3,1.0094491466997324
counted,0,3,1.0094491466997324
keeps,0,3,1.0094491466997324
wouldn,0,3,1.0094491466997324
sim,0,3,1.0094491466997324
empowering,0,3,1.0094491466997324
6th,0,3,1.0094491466997324
export,0,3,1.0094491466997324
ohio,0,3,1.0094491466997324
re-election,0,3,1.0094491466997324
protesting,0,3,1.0094491466997324
shield,0,3,1.0094491466997324
roses,0,3,1.0094491466997324
involvement,0,3,1.0094491466997324
smaller,0,3,1.0094491466997324
vladimir,0,3,1.0094491466997324
scheduled,0,3,1.0094491466997324
sense,0,3,1.0094491466997324
keith,0,3,1.0094491466997324
adult,0,3,1.0094491466997324
viewed,0,3,1.0094491466997324
intermediate,0,3,1.0094491466997324
claims,0,3,1.0094491466997324
previously,0,3,1.0094491466997324
posting,0,3,1.0094491466997324
roger,0,3,1.0094491466997324
moment,0,3,1.0094491466997324
otiendo,0,3,1.0094491466997324
defend,0,3,1.0094491466997324
endorsed,0,3,1.0094491466997324
chappaqua,0,3,1.0094491466997324
inauguration,0,3,1.0094491466997324
stability,0,3,1.0094491466997324
sees,0,3,1.0094491466997324
visits,0,3,1.0094491466997324
weiner,0,3,1.0094491466997324
fleeing,0,3,1.0094491466997324
private,0,3,1.0094491466997324
publication,0,3,1.0094491466997324
excuse,0,3,1.0094491466997324
bubble,0,3,1.0094491466997324
combined,0,3,1.0094491466997324
airs,0,3,1.0094491466997324
giving,0,3,1.0094491466997324
defeated,0,3,1.0094491466997324
resign,0,3,1.0094491466997324
racism,0,3,1.0094491466997324
supports,0,3,1.0094491466997324
asking,0,3,1.0094491466997324
similar,0,3,1.0094491466997324
increases,0,3,1.0094491466997324
appears,0,3,1.0094491466997324
partner,0,3,1.0094491466997324
hensarling,0,3,1.0094491466997324
usually,0,3,1.0094491466997324
repudiation,0,3,1.0094491466997324
ultimately,0,3,1.0094491466997324
markets,0,3,1.0094491466997324
civilian,0,3,1.0094491466997324
accounts,0,3,1.0094491466997324
retiring,0,3,1.0094491466997324
seeks,0,3,1.0094491466997324
channel,0,3,1.0094491466997324
sheriff,0,3,1.0094491466997324
keeping,0,3,1.0094491466997324
deploy,0,3,1.0094491466997324
everybody,0,3,1.0094491466997324
barricades,0,3,1.0094491466997324
reince,0,3,1.0094491466997324
refugee,0,3,1.0094491466997324
includes,0,3,1.0094491466997324
robert,0,3,1.0094491466997324
hung,0,3,1.0094491466997324
fix,0,3,1.0094491466997324
anger,0,3,1.0094491466997324
:p,0,3,1.0094491466997324
dearborn,0,3,1.0094491466997324
devastating,0,3,1.0094491466997324
incumbent,0,3,1.0094491466997324
surprised,0,3,1.0094491466997324
sunni,0,3,1.0094491466997324
watching,0,3,1.0094491466997324
korea,0,3,1.0094491466997324
rules,0,3,1.0094491466997324
economics,0,3,1.0094491466997324
weekly,0,3,1.0094491466997324
hezbollah,0,3,1.0094491466997324
risk,0,3,1.0094491466997324
dallas,0,3,1.0094491466997324
zero,0,3,1.0094491466997324
missiles,0,3,1.0094491466997324
fueled,0,3,1.0094491466997324
indicated,0,3,1.0094491466997324
declare,0,3,1.0094491466997324
pentagon,0,3,1.0094491466997324
districts,0,3,1.0094491466997324
priebus,0,3,1.0094491466997324
silva,0,3,1.0094491466997324
boehner,0,2,0.9640122354677897
error,0,2,0.9640122354677897
lower,0,2,0.9640122354677897
nice,0,2,0.9640122354677897
setting,0,2,0.9640122354677897
sound,0,2,0.9640122354677897
marc,0,2,0.9640122354677897
outcome,0,2,0.9640122354677897
usage,0,2,0.9640122354677897
heads,0,2,0.9640122354677897
rumors,0,2,0.9640122354677897
dow,0,2,0.9640122354677897
petrobras,0,2,0.9640122354677897
door,0,2,0.9640122354677897
muslim-majority,0,2,0.9640122354677897
attracted,0,2,0.9640122354677897
insight,0,2,0.9640122354677897
endorsement,0,2,0.9640122354677897
observations,0,2,0.9640122354677897
spokesperson,0,2,0.9640122354677897
monetary,0,2,0.9640122354677897
connections,0,2,0.9640122354677897
rumor,0,2,0.9640122354677897
apart,0,2,0.9640122354677897
generational,0,2,0.9640122354677897
traps,0,2,0.9640122354677897
recruiting,0,2,0.9640122354677897
speculating,0,2,0.9640122354677897
yom,0,2,0.9640122354677897
segments,0,2,0.9640122354677897
entrenched,0,2,0.9640122354677897
specifically,0,2,0.9640122354677897
second-largest,0,2,0.9640122354677897
rolled,0,2,0.9640122354677897
conduct,0,2,0.9640122354677897
kaplan,0,2,0.9640122354677897
wi,0,2,0.9640122354677897
yesterday,0,2,0.9640122354677897
approximately,0,2,0.9640122354677897
round,0,2,0.9640122354677897
declaration,0,2,0.9640122354677897
punishable,0,2,0.9640122354677897
dedicated,0,2,0.9640122354677897
testing,0,2,0.9640122354677897
populist,0,2,0.9640122354677897
hrw,0,2,0.9640122354677897
deploying,0,2,0.9640122354677897
remarks,0,2,0.9640122354677897
strongly,0,2,0.9640122354677897
behalf,0,2,0.9640122354677897
rise,0,2,0.9640122354677897
recognized,0,2,0.9640122354677897
launch,0,2,0.9640122354677897
determined,0,2,0.9640122354677897
cloud,0,2,0.9640122354677897
insults,0,2,0.9640122354677897
argued,0,2,0.9640122354677897
assumed,0,2,0.9640122354677897
traffic,0,2,0.9640122354677897
alleys,0,2,0.9640122354677897
n,0,2,0.9640122354677897
wounded,0,2,0.9640122354677897
babies,0,2,0.9640122354677897
rarely,0,2,0.9640122354677897
jointly,0,2,0.9640122354677897
item,0,2,0.9640122354677897
historic,0,2,0.9640122354677897
gillespie,0,2,0.9640122354677897
surrounding,0,2,0.9640122354677897
poles,0,2,0.9640122354677897
scenario,0,2,0.9640122354677897
aide,0,2,0.9640122354677897
guiding,0,2,0.9640122354677897
chosen,0,2,0.9640122354677897
affecting,0,2,0.9640122354677897
lecturer,0,2,0.9640122354677897
center,0,2,0.9640122354677897
barry,0,2,0.9640122354677897
spike,0,2,0.9640122354677897
attorney,0,2,0.9640122354677897
iraqis,0,2,0.9640122354677897
forgotten,0,2,0.9640122354677897
worth,0,2,0.9640122354677897
mins,0,2,0.9640122354677897
passion,0,2,0.9640122354677897
weren,0,2,0.9640122354677897
begged,0,2,0.9640122354677897
factories,0,2,0.9640122354677897
ignoring,0,2,0.9640122354677897
tea,0,2,0.9640122354677897
capture,0,2,0.9640122354677897
outreach,0,2,0.9640122354677897
surround,0,2,0.9640122354677897
kellyanne,0,2,0.9640122354677897
checkpoints,0,2,0.9640122354677897
expectation,0,2,0.9640122354677897
dismiss,0,2,0.9640122354677897
al-sham,0,2,0.9640122354677897
icon,0,2,0.9640122354677897
evil,0,2,0.9640122354677897
bureau,0,2,0.9640122354677897
cement,0,2,0.9640122354677897
ali,0,2,0.9640122354677897
low-income,0,2,0.9640122354677897
shifts,0,2,0.9640122354677897
factors,0,2,0.9640122354677897
completed,0,2,0.9640122354677897
enforcing,0,2,0.9640122354677897
asylum,0,2,0.9640122354677897
rupees,0,2,0.9640122354677897
dime,0,2,0.9640122354677897
enraged,0,2,0.9640122354677897
underdog,0,2,0.9640122354677897
utah,0,2,0.9640122354677897
promising,0,2,0.9640122354677897
employ,0,2,0.9640122354677897
chair,0,2,0.9640122354677897
stem,0,2,0.9640122354677897
anymore,0,2,0.9640122354677897
insider,0,2,0.9640122354677897
sharply,0,2,0.9640122354677897
false,0,2,0.9640122354677897
caused,0,2,0.9640122354677897
sweet,0,2,0.9640122354677897
threat,0,2,0.9640122354677897
continuing,0,2,0.9640122354677897
reassessment,0,2,0.9640122354677897
foundation,0,2,0.9640122354677897
actively,0,2,0.9640122354677897
industries,0,2,0.9640122354677897
importance,0,2,0.9640122354677897
prohibition,0,2,0.9640122354677897
owned,0,2,0.9640122354677897
surge,0,2,0.9640122354677897
venezuelans,0,2,0.9640122354677897
escwa,0,2,0.9640122354677897
locations,0,2,0.9640122354677897
remains,0,2,0.9640122354677897
stuck,0,2,0.9640122354677897
collect,0,2,0.9640122354677897
residence,0,2,0.9640122354677897
fmua,0,2,0.9640122354677897
xenophobia,0,2,0.9640122354677897
retirement,0,2,0.9640122354677897
deposit,0,2,0.9640122354677897
christians,0,2,0.9640122354677897
pezzullo,0,2,0.9640122354677897
ending,0,2,0.9640122354677897
absentee,0,2,0.9640122354677897
trump.the,0,2,0.9640122354677897
akoth,0,2,0.9640122354677897
scant,0,2,0.9640122354677897
personally,0,2,0.9640122354677897
vandalized,0,2,0.9640122354677897
components,0,2,0.9640122354677897
clarity,0,2,0.9640122354677897
tonight,0,2,0.9640122354677897
wonder,0,2,0.9640122354677897
coordinating,0,2,0.9640122354677897
rifle,0,2,0.9640122354677897
allegations,0,2,0.9640122354677897
yehya,0,2,0.9640122354677897
legislation,0,2,0.9640122354677897
loans,0,2,0.9640122354677897
florida,0,2,0.9640122354677897
kings,0,2,0.9640122354677897
reconciliation,0,2,0.9640122354677897
innocent,0,2,0.9640122354677897
status,0,2,0.9640122354677897
trailblazers,0,2,0.9640122354677897
manifested,0,2,0.9640122354677897
opposite,0,2,0.9640122354677897
standard-bearer,0,2,0.9640122354677897
attended,0,2,0.9640122354677897
hiding,0,2,0.9640122354677897
tears,0,2,0.9640122354677897
admitted,0,2,0.9640122354677897
fetö,0,2,0.9640122354677897
grave,0,2,0.9640122354677897
confront,0,2,0.9640122354677897
cooperate,0,2,0.9640122354677897
counsel,0,2,0.9640122354677897
looming,0,2,0.9640122354677897
recounts,0,2,0.9640122354677897
islands,0,2,0.9640122354677897
train,0,2,0.9640122354677897
grand,0,2,0.9640122354677897
brought,0,2,0.9640122354677897
places,0,2,0.9640122354677897
rio,0,2,0.9640122354677897
bemoaned,0,2,0.9640122354677897
sharqat,0,2,0.9640122354677897
collar,0,2,0.9640122354677897
mitt,0,2,0.9640122354677897
congratulations,0,2,0.9640122354677897
actions,0,2,0.9640122354677897
shubra,0,2,0.9640122354677897
materials,0,2,0.9640122354677897
feat,0,2,0.9640122354677897
endless,0,2,0.9640122354677897
voiced,0,2,0.9640122354677897
degrading,0,2,0.9640122354677897
resolutely,0,2,0.9640122354677897
privileged,0,2,0.9640122354677897
al-sisi,0,2,0.9640122354677897
scioli,0,2,0.9640122354677897
permitted,0,2,0.9640122354677897
association,0,2,0.9640122354677897
moves,0,2,0.9640122354677897
turkish,0,2,0.9640122354677897
divisions,0,2,0.9640122354677897
flee,0,2,0.9640122354677897
checks,0,2,0.9640122354677897
inclusive,0,2,0.9640122354677897
ninth,0,2,0.9640122354677897
position,0,2,0.9640122354677897
observers,0,2,0.9640122354677897
moreover,0,2,0.9640122354677897
moved,0,2,0.9640122354677897
professional,0,2,0.9640122354677897
horrific,0,2,0.9640122354677897
walden,0,2,0.9640122354677897
torture,0,2,0.9640122354677897
blow,0,2,0.9640122354677897
hanged,0,2,0.9640122354677897
presidents,0,2,0.9640122354677897
politicians,0,2,0.9640122354677897
equivalent,0,2,0.9640122354677897
cuts,0,2,0.9640122354677897
collaboration,0,2,0.9640122354677897
fayoum,0,2,0.9640122354677897
stuff,0,2,0.9640122354677897
hurled,0,2,0.9640122354677897
bore,0,2,0.9640122354677897
anthony,0,2,0.9640122354677897
ho,0,2,0.9640122354677897
charlie,0,2,0.9640122354677897
sugar,0,2,0.9640122354677897
dictates,0,2,0.9640122354677897
targeting,0,2,0.9640122354677897
endorsing,0,2,0.9640122354677897
airport,0,2,0.9640122354677897
field,0,2,0.9640122354677897
w,0,2,0.9640122354677897
deepening,0,2,0.9640122354677897
stockpile,0,2,0.9640122354677897
videos,0,2,0.9640122354677897
structure,0,2,0.9640122354677897
founding,0,2,0.9640122354677897
threw,0,2,0.9640122354677897
receiving,0,2,0.9640122354677897
cry,0,2,0.9640122354677897
modi,0,2,0.9640122354677897
potentially,0,2,0.9640122354677897
legislative,0,2,0.9640122354677897
respond,0,2,0.9640122354677897
possibility,0,2,0.9640122354677897
predator,0,2,0.9640122354677897
destruction,0,2,0.9640122354677897
rudy,0,2,0.9640122354677897
shields,0,2,0.9640122354677897
advised,0,2,0.9640122354677897
processing,0,2,0.9640122354677897
photo,0,2,0.9640122354677897
countless,0,2,0.9640122354677897
welcomed,0,2,0.9640122354677897
silicon,0,2,0.9640122354677897
hasn,0,2,0.9640122354677897
county,0,2,0.9640122354677897
fire,0,2,0.9640122354677897
fmuas,0,2,0.9640122354677897
facilities,0,2,0.9640122354677897
secured,0,2,0.9640122354677897
criminals,0,2,0.9640122354677897
meets,0,2,0.9640122354677897
opening,0,2,0.9640122354677897
fortune,0,2,0.9640122354677897
oakland,0,2,0.9640122354677897
correspondent,0,2,0.9640122354677897
singing,0,2,0.9640122354677897
consistent,0,2,0.9640122354677897
assigned,0,2,0.9640122354677897
multinational,0,2,0.9640122354677897
homophobia,0,2,0.9640122354677897
tradition,0,2,0.9640122354677897
experience,0,2,0.9640122354677897
stating,0,2,0.9640122354677897
abbas,0,2,0.9640122354677897
aimed,0,2,0.9640122354677897
emotional,0,2,0.9640122354677897
typical,0,2,0.9640122354677897
erdoğan,0,2,0.9640122354677897
ceasefires,0,2,0.9640122354677897
retribution,0,2,0.9640122354677897
soul,0,2,0.9640122354677897
peruvians,0,2,0.9640122354677897
drones,0,2,0.9640122354677897
walk,0,2,0.9640122354677897
hijab,0,2,0.9640122354677897
hour,0,2,0.9640122354677897
beaten,0,2,0.9640122354677897
emotion,0,2,0.9640122354677897
trained,0,2,0.9640122354677897
critical,0,2,0.9640122354677897
include,0,2,0.9640122354677897
universal,0,2,0.9640122354677897
governorships,0,2,0.9640122354677897
oh,0,2,0.9640122354677897
questions,0,2,0.9640122354677897
podesta,0,2,0.9640122354677897
compares,0,2,0.9640122354677897
sponsors,0,2,0.9640122354677897
expanded,0,2,0.9640122354677897
cleared,0,2,0.9640122354677897
unlikely,0,2,0.9640122354677897
bailout,0,2,0.9640122354677897
station,0,2,0.9640122354677897
snipers.the,0,2,0.9640122354677897
santos,0,2,0.9640122354677897
earliest,0,2,0.9640122354677897
duties,0,2,0.9640122354677897
broadcast,0,2,0.9640122354677897
islamist,0,2,0.9640122354677897
downtown,0,2,0.9640122354677897
deployment,0,2,0.9640122354677897
robot,0,2,0.9640122354677897
leaking,0,2,0.9640122354677897
fireworks,0,2,0.9640122354677897
kippur,0,2,0.9640122354677897
emails,0,2,0.9640122354677897
relatives,0,2,0.9640122354677897
ordered,0,2,0.9640122354677897
conway,0,2,0.9640122354677897
travel,0,2,0.9640122354677897
frozen,0,2,0.9640122354677897
schneider,0,2,0.9640122354677897
spread,0,2,0.9640122354677897
opponent,0,2,0.9640122354677897
measure,0,2,0.9640122354677897
play,0,2,0.9640122354677897
permanent,0,2,0.9640122354677897
affordable,0,2,0.9640122354677897
pakistan,0,2,0.9640122354677897
inside,0,2,0.9640122354677897
socialists,0,2,0.9640122354677897
factory,0,2,0.9640122354677897
tackle,0,2,0.9640122354677897
guinea,0,2,0.9640122354677897
shift,0,2,0.9640122354677897
farm,0,2,0.9640122354677897
demand,0,2,0.9640122354677897
vermont,0,2,0.9640122354677897
refusing,0,2,0.9640122354677897
summer,0,2,0.9640122354677897
referred,0,2,0.9640122354677897
pure,0,2,0.9640122354677897
incoming,0,2,0.9640122354677897
picture,0,2,0.9640122354677897
alex,0,2,0.9640122354677897
kp,0,2,0.9640122354677897
brazil,0,2,0.9640122354677897
rates,0,2,0.9640122354677897
pauses,0,2,0.9640122354677897
salahuddin,0,2,0.9640122354677897
anyway,0,2,0.9640122354677897
lewandowski,0,2,0.9640122354677897
european,0,2,0.9640122354677897
nobody,0,2,0.9640122354677897
walked,0,2,0.9640122354677897
snowflakes,0,2,0.9640122354677897
retired,0,2,0.9640122354677897
reenlist,0,2,0.9640122354677897
dodd-frank,0,2,0.9640122354677897
attempted,0,2,0.9640122354677897
rameen,0,2,0.9640122354677897
kuczynski,0,2,0.9640122354677897
20th,0,2,0.9640122354677897
hey,0,2,0.9640122354677897
bankers,0,2,0.9640122354677897
rahmani,0,2,0.9640122354677897
revive,0,2,0.9640122354677897
overseas,0,2,0.9640122354677897
athletes,0,2,0.9640122354677897
hayom,0,2,0.9640122354677897
affiliate,0,2,0.9640122354677897
warrior,0,2,0.9640122354677897
riot,0,2,0.9640122354677897
bridge,0,2,0.9640122354677897
torches,0,2,0.9640122354677897
area,0,2,0.9640122354677897
blocked,0,2,0.9640122354677897
inciting,0,2,0.9640122354677897
located,0,2,0.9640122354677897
revolutionary,0,2,0.9640122354677897
xenophobic,0,2,0.9640122354677897
perpetrators,0,2,0.9640122354677897
apologized,0,2,0.9640122354677897
features,0,2,0.9640122354677897
classified,0,2,0.9640122354677897
sneak,0,2,0.9640122354677897
heal,0,2,0.9640122354677897
refer,0,2,0.9640122354677897
images,0,2,0.9640122354677897
era,0,2,0.9640122354677897
older,0,2,0.9640122354677897
reduced,0,2,0.9640122354677897
gourmet,0,2,0.9640122354677897
follow,0,2,0.9640122354677897
attempting,0,2,0.9640122354677897
run-off,0,2,0.9640122354677897
reminded,0,2,0.9640122354677897
entrance,0,2,0.9640122354677897
signing,0,2,0.9640122354677897
balancing,0,2,0.9640122354677897
brief,0,2,0.9640122354677897
occupy,0,2,0.9640122354677897
hebrew,0,2,0.9640122354677897
insensitive,0,2,0.9640122354677897
uacs,0,2,0.9640122354677897
indicates,0,2,0.9640122354677897
occupied,0,2,0.9640122354677897
path,0,2,0.9640122354677897
hoping,0,2,0.9640122354677897
abducted,0,2,0.9640122354677897
bipartisan,0,2,0.9640122354677897
long-time,0,2,0.9640122354677897
strategist,0,2,0.9640122354677897
loves,0,2,0.9640122354677897
wore,0,2,0.9640122354677897
excess,0,2,0.9640122354677897
enter,0,2,0.9640122354677897
catholic,0,2,0.9640122354677897
inflation,0,2,0.9640122354677897
billionaire,0,2,0.9640122354677897
magazine,0,2,0.9640122354677897
ankara,0,2,0.9640122354677897
promoting,0,2,0.9640122354677897
libertarian,0,2,0.9640122354677897
deciding,0,2,0.9640122354677897
coup,0,2,0.9640122354677897
undermine,0,2,0.9640122354677897
affluent,0,2,0.9640122354677897
constant,0,2,0.9640122354677897
moveon.org,0,2,0.9640122354677897
little-known,0,2,0.9640122354677897
faced,0,2,0.9640122354677897
northeast,0,2,0.9640122354677897
ingraham,0,2,0.9640122354677897
armored,0,2,0.9640122354677897
pointing,0,2,0.9640122354677897
followers,0,2,0.9640122354677897
crashing,0,2,0.9640122354677897
ruger,0,2,0.9640122354677897
badly,0,2,0.9640122354677897
battlefield,0,2,0.9640122354677897
resettle,0,2,0.9640122354677897
pull,0,2,0.9640122354677897
search,0,2,0.9640122354677897
spirit,0,2,0.9640122354677897
axelrod,0,2,0.9640122354677897
resulting,0,2,0.9640122354677897
acquire,0,2,0.9640122354677897
series,0,2,0.9640122354677897
witnessed,0,2,0.9640122354677897
talented,0,2,0.9640122354677897
labor,0,2,0.9640122354677897
comprehensive,0,2,0.9640122354677897
electrical,0,2,0.9640122354677897
external,0,2,0.9640122354677897
ancient,0,2,0.9640122354677897
mohammad,0,2,0.9640122354677897
begun,0,2,0.9640122354677897
lines,0,2,0.9640122354677897
covering,0,2,0.9640122354677897
flash-bangs,0,2,0.9640122354677897
phoenix,0,2,0.9640122354677897
gold,0,2,0.9640122354677897
research,0,2,0.9640122354677897
lists,0,2,0.9640122354677897
participate,0,2,0.9640122354677897
similarly,0,2,0.9640122354677897
amazing,0,2,0.9640122354677897
echo,0,2,0.9640122354677897
ethnic,0,2,0.9640122354677897
realistic,0,2,0.9640122354677897
ballistic,0,2,0.9640122354677897
contingent,0,2,0.9640122354677897
maintained,0,2,0.9640122354677897
focal,0,2,0.9640122354677897
uribe,0,2,0.9640122354677897
mine,0,2,0.9640122354677897
male,0,2,0.9640122354677897
check,0,2,0.9640122354677897
warren,0,2,0.9640122354677897
influential,0,2,0.9640122354677897
symbolic,0,2,0.9640122354677897
seeing,0,2,0.9640122354677897
fault,0,2,0.9640122354677897
necessary,0,2,0.9640122354677897
factor,0,2,0.9640122354677897
helping,0,2,0.9640122354677897
champions,0,2,0.9640122354677897
newsom,0,2,0.9640122354677897
depending,0,2,0.9640122354677897
yelling,0,2,0.9640122354677897
opwc,0,2,0.9640122354677897
bump,0,2,0.9640122354677897
ice,0,2,0.9640122354677897
individual,0,2,0.9640122354677897
internment,0,2,0.9640122354677897
trans-pacific,0,2,0.9640122354677897
